domain_name,target_series,transition_order,earlier_stage,later_stage,hac_p_value_squared_error_two_sided,test_family,raw_p,source,hac_p_value_abs_error_two_sided,stage_order,forecast_stage,hac_p_sq,hac_p_abs,p_uc,benchmark_method,hac_p_score_two_sided,holm_p,raw_sig_005,holm_sig_005
Labour,UNRATE,,,,,H4_primary_vs_gaussian_interval_score,0.00017289942002779999,h4_interval_method_comparisons.csv,,1,month_open,,,,gaussian_rmse,0.00017289942002779999,0.0051869826008339994,1,1
Labour,UNRATE,,,,,H4_primary_vs_gaussian_interval_score,0.0067459128004426997,h4_interval_method_comparisons.csv,,2,after_week_1,,,,gaussian_rmse,0.0067459128004426997,0.11618865098977321,1,0
Labour,UNRATE,,,,,H4_primary_vs_gaussian_interval_score,0.0097769240253195999,h4_interval_method_comparisons.csv,,3,after_week_2,,,,gaussian_rmse,0.0097769240253195999,0.14818573609376801,1,0
Labour,UNRATE,,,,,H4_primary_vs_gaussian_interval_score,0.0092616085058605004,h4_interval_method_comparisons.csv,,4,month_end,,,,gaussian_rmse,0.0092616085058605004,0.14818573609376801,1,0
Labour,UNRATE,,,,,H4_primary_vs_gaussian_interval_score,0.0099155317219937998,h4_interval_method_comparisons.csv,,5,pre_employment_report,,,,gaussian_rmse,0.0099155317219937998,0.14818573609376801,1,0
Inflation,CPIAUCSL,,,,,H4_primary_vs_rolling_interval_score,0.35977243136953208,h4_interval_method_comparisons.csv,,1,month_open,,,,rolling_q80,0.35977243136953208,1,0,0
Inflation,CPIAUCSL,,,,,H4_primary_vs_rolling_interval_score,0.91546326083221441,h4_interval_method_comparisons.csv,,2,mid_month,,,,rolling_q80,0.91546326083221441,1,0,0
Inflation,CPIAUCSL,,,,,H4_primary_vs_rolling_interval_score,0.84302952211829463,h4_interval_method_comparisons.csv,,3,month_end,,,,rolling_q80,0.84302952211829463,1,0,0
Inflation,CPIAUCSL,,,,,H4_primary_vs_rolling_interval_score,0.95553054951386718,h4_interval_method_comparisons.csv,,4,pre_release,,,,rolling_q80,0.95553054951386718,1,0,0
Inflation,CPILFESL,,,,,H4_primary_vs_rolling_interval_score,0.1686233507074068,h4_interval_method_comparisons.csv,,1,month_open,,,,rolling_q80,0.1686233507074068,1,0,0
Inflation,CPILFESL,,,,,H4_primary_vs_rolling_interval_score,0.0077051715789466001,h4_interval_method_comparisons.csv,,2,mid_month,,,,rolling_q80,0.0077051715789466001,0.16180860315787859,1,0
Inflation,CPILFESL,,,,,H4_primary_vs_rolling_interval_score,0.0020725054743054999,h4_interval_method_comparisons.csv,,3,month_end,,,,rolling_q80,0.0020725054743054999,0.047667625909026498,1,1
Inflation,CPILFESL,,,,,H4_primary_vs_rolling_interval_score,0.039691951798289597,h4_interval_method_comparisons.csv,,4,pre_release,,,,rolling_q80,0.039691951798289597,0.75414708416750231,1,0
Inflation,PCEPI,,,,,H4_primary_vs_rolling_interval_score,0.71103283172767329,h4_interval_method_comparisons.csv,,1,month_open,,,,rolling_q80,0.71103283172767329,1,0,0
Inflation,PCEPI,,,,,H4_primary_vs_rolling_interval_score,0.46274774172435418,h4_interval_method_comparisons.csv,,2,mid_month,,,,rolling_q80,0.46274774172435418,1,0,0
Inflation,PCEPI,,,,,H4_primary_vs_rolling_interval_score,0.54871811195670439,h4_interval_method_comparisons.csv,,3,month_end,,,,rolling_q80,0.54871811195670439,1,0,0
Inflation,PCEPI,,,,,H4_primary_vs_rolling_interval_score,0.96576678170210084,h4_interval_method_comparisons.csv,,4,pre_release,,,,rolling_q80,0.96576678170210084,1,0,0
Inflation,PCEPILFE,,,,,H4_primary_vs_rolling_interval_score,0.86998436585254746,h4_interval_method_comparisons.csv,,1,month_open,,,,rolling_q80,0.86998436585254746,1,0,0
Inflation,PCEPILFE,,,,,H4_primary_vs_rolling_interval_score,0.39272188421121429,h4_interval_method_comparisons.csv,,2,mid_month,,,,rolling_q80,0.39272188421121429,1,0,0
Inflation,PCEPILFE,,,,,H4_primary_vs_rolling_interval_score,0.8791602344842433,h4_interval_method_comparisons.csv,,3,month_end,,,,rolling_q80,0.8791602344842433,1,0,0
Inflation,PCEPILFE,,,,,H4_primary_vs_rolling_interval_score,0.78289400152609323,h4_interval_method_comparisons.csv,,4,pre_release,,,,rolling_q80,0.78289400152609323,1,0,0
Labour,CES0500000003,,,,,H4_primary_vs_rolling_interval_score,0.00032654400989959998,h4_interval_method_comparisons.csv,,1,month_open,,,,rolling_q80,0.00032654400989959998,0.0091432322771887991,1,1
Labour,CES0500000003,,,,,H4_primary_vs_rolling_interval_score,0.0046456363882190002,h4_interval_method_comparisons.csv,,2,after_week_1,,,,rolling_q80,0.0046456363882190002,0.102204000540818,1,0
Labour,CES0500000003,,,,,H4_primary_vs_rolling_interval_score,0.010327136764199701,h4_interval_method_comparisons.csv,,3,after_week_2,,,,rolling_q80,0.010327136764199701,0.20654273528399403,1,0
Labour,CES0500000003,,,,,H4_primary_vs_rolling_interval_score,0.00035472587918309998,h4_interval_method_comparisons.csv,,4,month_end,,,,rolling_q80,0.00035472587918309998,0.0095775987379436989,1,1
Labour,CES0500000003,,,,,H4_primary_vs_rolling_interval_score,0.0002580565540921,h4_interval_method_comparisons.csv,,5,pre_employment_report,,,,rolling_q80,0.0002580565540921,0.0077416966227630002,1,1
Labour,PAYEMS,,,,,H4_primary_vs_rolling_interval_score,0.00026948873184610002,h4_interval_method_comparisons.csv,,1,month_open,,,,rolling_q80,0.00026948873184610002,0.0078151732235369007,1,1
Labour,PAYEMS,,,,,H4_primary_vs_rolling_interval_score,0.0010309932261101001,h4_interval_method_comparisons.csv,,2,after_week_1,,,,rolling_q80,0.0010309932261101001,0.0268058238788626,1,1
Labour,PAYEMS,,,,,H4_primary_vs_rolling_interval_score,0.040047205145273997,h4_interval_method_comparisons.csv,,3,after_week_2,,,,rolling_q80,0.040047205145273997,0.75414708416750231,1,0
Labour,PAYEMS,,,,,H4_primary_vs_rolling_interval_score,0.0013930552273930001,h4_interval_method_comparisons.csv,,4,month_end,,,,rolling_q80,0.0013930552273930001,0.034826380684824999,1,1
Labour,PAYEMS,,,,,H4_primary_vs_rolling_interval_score,0.0017745825622612001,h4_interval_method_comparisons.csv,,5,pre_employment_report,,,,rolling_q80,0.0017745825622612001,0.042589981494268805,1,1
Labour,UNRATE,,,,,H4_primary_vs_rolling_interval_score,2.8919941907901148e-07,h4_interval_method_comparisons.csv,,1,month_open,,,,rolling_q80,2.8919941907901148e-07,8.9651819914493558e-06,1,1
Labour,UNRATE,,,,,H4_primary_vs_rolling_interval_score,0.46307523395412709,h4_interval_method_comparisons.csv,,2,after_week_1,,,,rolling_q80,0.46307523395412709,1,0,0
Labour,UNRATE,,,,,H4_primary_vs_rolling_interval_score,0.051816621182207902,h4_interval_method_comparisons.csv,,3,after_week_2,,,,rolling_q80,0.051816621182207902,0.8808825600975343,0,0
Labour,UNRATE,,,,,H4_primary_vs_rolling_interval_score,0.30356073086254232,h4_interval_method_comparisons.csv,,4,month_end,,,,rolling_q80,0.30356073086254232,1,0,0
Labour,UNRATE,,,,,H4_primary_vs_rolling_interval_score,0.1339877142977412,h4_interval_method_comparisons.csv,,5,pre_employment_report,,,,rolling_q80,0.1339877142977412,1,0,0
